PATRON#|Activity_Date|LOCATION|I_TYPE
1307157|10-10-2022|cmyn|1
1393652|10-10-2022|m3|30
1343399|10-10-2022|mx|1
1343399|10-10-2022|msci|1
1343399|10-10-2022|msci|1
1034313|10-10-2022|cx|1
1393652|10-10-2022|m3|30
1405804|10-10-2022|mf|1
1405804|10-10-2022|mve|22
1405804|10-10-2022|myaf|1
1393652|10-10-2022|m3|30
1122268|10-10-2022|mvxn|22
1122268|10-10-2022|mvx|22
1414962|10-10-2022|myax|1
1414962|10-10-2022|mefn|1
1179162|10-10-2022|cxn|1
1179162|10-10-2022|cx|1
1228991|10-10-2022|mve|29
1228991|10-10-2022|mve|22
1275053|10-10-2022|cjf|1
1275053|10-10-2022|cyag|1
1275053|10-10-2022|cjf|1
1151053|10-10-2022|hjf|1
1151053|10-10-2022|hx|1
1151053|10-10-2022|hb|1
1151053|10-10-2022|hjf|1
1151053|10-10-2022|hb|1
1151053|10-10-2022|hjfn|1
1151053|10-10-2022|hjf|1
1151053|10-10-2022|hjf|1
1151053|10-10-2022|hjfn|1
1151053|10-10-2022|hjf|1
1151053|10-10-2022|hjfn|1
1151053|10-10-2022|hjf|1
1416286|10-10-2022|myaf|1
1416286|10-10-2022|mjzf|1
1416286|10-10-2022|hjzf|1
1352201|10-10-2022|mjx|1
1352201|10-10-2022|mjx|1
1352201|10-10-2022|mjx|1
1352201|10-10-2022|mjx|1
1340098|10-10-2022|hyaf|1
1203536|10-10-2022|mf|1
1203536|10-10-2022|mx|1
1203536|10-10-2022|mx|1
1203536|10-10-2022|mx|1
1203536|10-10-2022|mx|1
1203536|10-10-2022|mxn|1
1203536|10-10-2022|mx|1
1203536|10-10-2022|m3|30
1142368|10-10-2022|hjzx|1
1142368|10-10-2022|hos|1
1142368|10-10-2022|hjzx|1
1142368|10-10-2022|hjx|1
1142368|10-10-2022|hjx|1
1410688|10-10-2022|mjf|1
1241482|10-10-2022|cyaf|1
1241482|10-10-2022|cjf|1
1131752|10-10-2022|hmy|1
1131752|10-10-2022|hmy|1
1131752|10-10-2022|csf|4
1241482|10-10-2022|cjf|1
1241482|10-10-2022|cyafn|1
1241482|10-10-2022|cyafn|1
1241482|10-10-2022|cyag|1
1241482|10-10-2022|cyag|1
1241482|10-10-2022|cyag|1
1241482|10-10-2022|cyag|1
1241482|10-10-2022|cyag|1
1241482|10-10-2022|cyag|1
1241482|10-10-2022|cyax|1
1134455|10-10-2022|z3|30
1134455|10-10-2022|mjven|22
1134455|10-10-2022|mjve|22
1134455|10-10-2022|mjve|22
1134455|10-10-2022|mjven|22
1134455|10-10-2022|hjp|1
1426468|10-10-2022|hx|101
1426468|10-10-2022|hx|101
1426468|10-10-2022|hx|101
1006956|10-10-2022|cjve|22
1006956|10-10-2022|hven|29
1426299|10-11-2022|msci|1
1426299|10-11-2022|msci|1
1202179|10-11-2022|hb|1
1202179|10-11-2022|hfn|1
1256880|10-11-2022|mltf|1
1053145|10-11-2022|mb|1
1257556|10-11-2022|mjpn|1
1257556|10-11-2022|mjpn|1
1335050|10-11-2022|cjp|1
1335050|10-11-2022|cjp|1
1394831|10-11-2022|cx|1
1394831|10-11-2022|cx|1
1394831|10-11-2022|cx|1
1394831|10-11-2022|cx|1
1117094|10-11-2022|mve|29
1404443|10-11-2022|hyag|1
1404443|10-11-2022|hyag|1
1390394|10-11-2022|mjsfn|36
1094872|10-11-2022|cg|50
1390394|10-11-2022|mx|1
1390394|10-11-2022|mx|1
1425740|10-11-2022|hjf|1
1178719|10-11-2022|mven|22
1055250|10-11-2022|hjcf|1
1055250|10-11-2022|hf|1
1048595|10-11-2022|mx|1
1048595|10-11-2022|mx|1
1048595|10-11-2022|mf|1
1079474|10-11-2022|hf|1
1052696|10-11-2022|mpbf|1
1052696|10-11-2022|mpbf|1
1052696|10-11-2022|mpbf|1
1056509|10-11-2022|hsfn|4
1056509|10-11-2022|hyag|1
1052696|10-11-2022|mpbw|1
1052696|10-11-2022|mpbf|1
1052696|10-11-2022|mpbw|1
1052696|10-11-2022|mpbw|1
1052696|10-11-2022|mf|1
1052696|10-11-2022|mf|1
1052696|10-11-2022|mf|1
1425660|10-11-2022|cjf|1
1425660|10-11-2022|cjg|1
1425660|10-11-2022|mjg|1
1191837|10-11-2022|mx|1
1191837|10-11-2022|mx|1
1191837|10-11-2022|mx|1
1191837|10-11-2022|mx|1
1199013|10-11-2022|cjp|23
1199013|10-11-2022|cjp|23
1292174|10-11-2022|hx|1
1292174|10-11-2022|hx|1
1096431|10-11-2022|hf|1
1182290|10-11-2022|mf|1
1182290|10-11-2022|mf|1
1182290|10-11-2022|mve|39
1182290|10-11-2022|mven|22
1400111|10-11-2022|cx|1
1290755|10-11-2022|mx|1
1364583|10-11-2022|cf|1
1364583|10-11-2022|ccx|101
1411740|10-11-2022|mjpbb|1
1411740|10-11-2022|mjpbb|1
1411740|10-11-2022|mjp|1
1411740|10-11-2022|mjpbb|1
1411740|10-11-2022|mjp|1
1411740|10-11-2022|mjpbb|1
1411740|10-11-2022|mjp|1
1411740|10-11-2022|mjzx|1
1411740|10-11-2022|mjzx|1
1381805|10-11-2022|cjp|101
1381805|10-11-2022|zjp|23
1381805|10-11-2022|cjk|7
1381805|10-11-2022|hjk|7
1381805|10-11-2022|cjp|1
1381805|10-11-2022|cjk|7
1381805|10-11-2022|cjp|1
1381805|10-11-2022|cjp|1
1082395|10-11-2022|hf|1
1381805|10-11-2022|hjp|23
1381805|10-11-2022|cjp|1
1381805|10-11-2022|cjp|23
1339246|10-11-2022|hjfn|1
1403048|10-11-2022|cve|29
1403048|10-11-2022|cve|29
1403048|10-11-2022|mf|1
1403048|10-11-2022|mmag|9
1403048|10-11-2022|mmag|9
1323927|10-11-2022|hmy|1
1323927|10-11-2022|mltf|1
1403048|10-11-2022|cxn|1
1228358|10-11-2022|cx|1
1372932|10-11-2022|cf|1
1372932|10-11-2022|cjpbb|23
1372932|10-11-2022|hjpbb|23
1372932|10-11-2022|cjpbb|1
1372932|10-11-2022|mmy|1
1372932|10-11-2022|cjpbb|1
1372932|10-11-2022|cjpbb|1
1372932|10-11-2022|cjp|1
1372932|10-11-2022|cjve|22
1302208|10-11-2022|mjp|1
1302208|10-11-2022|mjp|1
1302208|10-11-2022|mjp|1
1052963|10-11-2022|mxn|1
1302208|10-11-2022|mjp|1
1302208|10-11-2022|mjp|23
1302208|10-11-2022|mjpbb|23
1302208|10-11-2022|hjpbb|23
1302208|10-11-2022|hfn|1
1302208|10-11-2022|myaf|1
1359386|10-11-2022|mmy|1
1359386|10-11-2022|mmy|1
1359386|10-11-2022|mmy|1
1381167|10-11-2022|msci|1
1359386|10-11-2022|mmy|1
1381167|10-11-2022|msci|1
1283600|10-11-2022|cfn|1
1426338|10-11-2022|mjnd|101
1426338|10-11-2022|mjve|29
1426338|10-11-2022|mjve|22
1426338|10-11-2022|mjf|1
1426338|10-11-2022|mjf|1
1426338|10-11-2022|mjf|1
1426338|10-11-2022|mjzf|1
1426338|10-11-2022|mf|1
1426338|10-11-2022|mjx|1
1426338|10-11-2022|mjnd|101
1426338|10-11-2022|mjzf|1
1426338|10-11-2022|mjzf|1
1426338|10-11-2022|mjx|1
1426338|10-11-2022|mjx|1
1426338|10-11-2022|mjve|22
1426338|10-11-2022|mjnd|101
1404069|10-11-2022|hx|1
1186265|10-11-2022|mjld|31
1186265|10-11-2022|cjpbb|23
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|hjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1186265|10-11-2022|mjpbb|1
1397968|10-11-2022|mfn|1
1283600|10-11-2022|cf|1
1283600|10-11-2022|cyaf|1
1061527|10-11-2022|mve|29
1021974|10-11-2022|cx|1
1021974|10-11-2022|hxn|1
1054618|10-11-2022|m3|30
1021974|10-11-2022|hx|1
1365902|10-11-2022|mc|1
1374880|10-11-2022|cjf|1
1374880|10-11-2022|cjx|1
1365902|10-11-2022|cyaf|1
1374880|10-11-2022|hjf|1
1365902|10-11-2022|cc|1
1365902|10-11-2022|cf|1
1381761|10-11-2022|cjp|1
1381761|10-11-2022|cjp|1
1381761|10-11-2022|cjzf|1
1381761|10-11-2022|cjp|1
1381761|10-11-2022|cjp|1
1381761|10-11-2022|cjp|1
1381761|10-11-2022|cjzxn|1
1381761|10-11-2022|cjzf|1
1381761|10-11-2022|cjp|1
1381761|10-11-2022|cjp|1
1173500|10-11-2022|hx|1
1174200|10-11-2022|mpbmy|1
1174200|10-11-2022|mmy|1
1174200|10-11-2022|mpbmy|1
1174200|10-11-2022|mpbmy|1
1174200|10-11-2022|mpbmy|1
1174200|10-11-2022|mpbmy|1
1174200|10-11-2022|mmy|1
1174200|10-11-2022|mmyn|1
1174200|10-11-2022|mmyn|1
1174201|10-11-2022|mmy|1
1174201|10-11-2022|mltf|1
1021974|10-11-2022|hx|1
1059508|10-11-2022|cf|1
1059508|10-11-2022|cf|1
1059508|10-11-2022|cf|1
1059508|10-11-2022|cmy|1
1059508|10-11-2022|cf|1
1059508|10-11-2022|cmy|1
1059508|10-11-2022|cmy|1
1357779|10-11-2022|hfn|1
1421224|10-11-2022|mx|1
1421224|10-11-2022|mos|1
1421224|10-11-2022|mx|1
1421224|10-11-2022|mx|1
1421224|10-11-2022|mjx|1
1421224|10-11-2022|cx|1
1421224|10-11-2022|mx|1
1398113|10-11-2022|cjx|1
1398113|10-11-2022|cjpbb|1
1398113|10-11-2022|cjpbb|1
1398113|10-11-2022|cjp|1
1398113|10-11-2022|cjzxn|1
1421224|10-11-2022|hjp|1
1052476|10-11-2022|mve|39
1052476|10-11-2022|mve|22
1052476|10-11-2022|mven|29
1052476|10-11-2022|mven|22
1052476|10-11-2022|hven|29
1052476|10-11-2022|cve|29
1052476|10-11-2022|mve|29
1052476|10-11-2022|mve|29
1052476|10-11-2022|mve|29
1052476|10-11-2022|mve|29
1052476|10-11-2022|mve|29
1052476|10-11-2022|mve|29
1041518|10-11-2022|mfn|1
1354638|10-11-2022|cf|1
1112434|10-11-2022|myaf|1
1112434|10-11-2022|myaf|1
1112434|10-11-2022|myaf|1
1112434|10-11-2022|mpbsc|1
1048560|10-11-2022|mmy|1
1048560|10-11-2022|mmyn|1
1048560|10-11-2022|mmy|1
1129743|10-11-2022|mmy|1
1129743|10-11-2022|mmy|1
1129743|10-11-2022|mmy|1
1129743|10-11-2022|mmy|1
1129743|10-11-2022|hmyn|1
1129743|10-11-2022|cmy|1
1054618|10-11-2022|hg|42
1054618|10-11-2022|cjven|22
1054618|10-11-2022|mven|29
1326394|10-11-2022|mxn|1
1326394|10-11-2022|cx|1
1384379|10-11-2022|cjp|1
1357214|10-11-2022|myaf|1
1357214|10-11-2022|myaf|1
1340481|10-11-2022|hjzf|1
1340481|10-11-2022|cjf|1
1340481|10-11-2022|hjzf|1
1340481|10-11-2022|hjzf|1
1340481|10-11-2022|hjzf|1
1406527|10-11-2022|mxn|1
1406527|10-11-2022|cjf|1
1326945|10-11-2022|cjmy|1
1416501|10-11-2022|cjmy|1
1323900|10-11-2022|mjx|1
1323900|10-11-2022|hjpn|1
1365902|10-11-2022|hc|1
1365902|10-11-2022|hc|1
1365902|10-11-2022|hc|1
1365902|10-11-2022|hjf|1
1144927|10-11-2022|cjp|1
1351658|10-11-2022|cjg|1
1351658|10-11-2022|cjg|1
1351658|10-11-2022|cjg|1
1351658|10-11-2022|cmyn|1
1351658|10-11-2022|cmyn|1
1351658|10-11-2022|cxn|1
1397463|10-11-2022|mmyn|1
1397463|10-11-2022|mmyn|1
1316761|10-11-2022|mjp|1
1316761|10-11-2022|mjp|1
1384379|10-11-2022|cf|1
1012826|10-11-2022|hfn|1
1154514|10-11-2022|cjx|23
1154514|10-11-2022|mjpbb|23
1154514|10-11-2022|cjpbb|23
1154514|10-11-2022|cjp|23
1154514|10-11-2022|cjp|23
1192158|10-11-2022|hb|1
1154514|10-11-2022|cjp|23
1192158|10-11-2022|hb|1
1192158|10-11-2022|hb|1
1154514|10-11-2022|cjx|23
1154514|10-11-2022|cjp|23
1315694|10-11-2022|hx|101
1178242|10-11-2022|mfn|1
1166387|10-11-2022|cx|1
1059495|10-11-2022|hfn|1
1059495|10-11-2022|cfn|1
1399770|10-11-2022|hjcx|1
1399770|10-11-2022|hejp|1
1399770|10-11-2022|hjp|1
1399770|10-11-2022|hejp|1
1399770|10-11-2022|hejp|1
1051016|10-11-2022|hvx|122
1051016|10-11-2022|hven|22
1414837|10-11-2022|cjpbb|23
1414837|10-11-2022|hjpbb|23
1226815|10-11-2022|cbn|1
1414837|10-11-2022|cjpbb|23
1414837|10-11-2022|cjzx|23
1414837|10-11-2022|cjzf|23
1396992|10-11-2022|cjf|1
1396992|10-11-2022|cyag|1
1366072|10-11-2022|mjp|23
1366072|10-11-2022|cx|1
1366072|10-11-2022|mjpx|1
1366072|10-11-2022|mx|1
1366072|10-11-2022|mjp|23
1366072|10-11-2022|mjzf|23
1366072|10-11-2022|mjzf|23
1366072|10-11-2022|mjp|23
1064915|10-11-2022|cjve|22
1279173|10-11-2022|cb|1
1279173|10-11-2022|mb|1
1279173|10-11-2022|cb|1
1064915|10-11-2022|cjve|22
1397695|10-11-2022|hjp|23
1397695|10-11-2022|hjx|23
1397695|10-11-2022|hjvx|22
1397695|10-11-2022|hjve|22
1397695|10-11-2022|hjvx|22
1397695|10-11-2022|hjvx|22
1064915|10-11-2022|cjve|22
1397695|10-11-2022|hjve|22
1064915|10-11-2022|cjve|22
1397695|10-11-2022|hjve|22
1064915|10-11-2022|cjve|22
1397695|10-11-2022|mjve|22
1302782|10-11-2022|hfn|1
1397695|10-11-2022|hjve|22
1397695|10-11-2022|hjp|23
1298601|10-11-2022|msci|1
1397695|10-11-2022|hjp|23
1397695|10-11-2022|hjzx|23
1397695|10-11-2022|hjx|1
1423345|10-11-2022|cjf|1
1423345|10-11-2022|cjf|1
1342830|10-11-2022|cjve|22
1342830|10-11-2022|cjve|22
1342830|10-11-2022|cjve|22
1342830|10-11-2022|hjve|22
1342830|10-11-2022|cjve|29
1185505|10-11-2022|cjf|1
1342830|10-11-2022|cjve|29
1342830|10-11-2022|mven|22
1384379|10-11-2022|hjp|1
1384379|10-11-2022|cjp|1
1342830|10-11-2022|cyag|1
1342830|10-11-2022|cjve|29
1384379|10-11-2022|cjp|1
1384379|10-11-2022|cjpn|1
1026566|10-11-2022|hx|1
1342830|10-11-2022|cven|22
1384379|10-11-2022|cjpn|1
1384379|10-11-2022|cjpn|1
1352606|10-11-2022|mx|1
1342830|10-11-2022|z3|30
1067318|10-11-2022|mmy|1
1064915|10-11-2022|cjve|22
1248356|10-11-2022|cltf|1
1246588|10-11-2022|mjf|1
1058958|10-11-2022|cfn|1
1056330|10-11-2022|mf|1
1365902|10-11-2022|mf|1
1365902|10-11-2022|mc|1
1365902|10-11-2022|mx|1
1188293|10-11-2022|msci|1
1420266|10-11-2022|cf|1
1420267|10-11-2022|cmyn|1
1420267|10-11-2022|cmyn|1
1420267|10-11-2022|hf|1
1420267|10-11-2022|cf|1
1102676|10-11-2022|cfn|1
1102676|10-11-2022|cf|1
1064915|10-11-2022|cjve|22
1289961|10-11-2022|cjp|1
1289961|10-11-2022|cjp|1
1289961|10-11-2022|cjpbb|23
1289961|10-11-2022|mjk|7
1289961|10-11-2022|cjp|1
1289961|10-11-2022|cjp|1
1289961|10-11-2022|cjp|1
1289961|10-11-2022|cjp|1
1289961|10-11-2022|cjpn|1
1289961|10-11-2022|cjp|1
1289961|10-11-2022|cjpbb|1
1289961|10-11-2022|zjp|23
1289961|10-11-2022|cjp|23
1289961|10-11-2022|cjk|7
1289961|10-11-2022|cjpn|1
1426008|10-11-2022|mjpbb|1
1426008|10-11-2022|mejp|1
1426008|10-11-2022|mjpbb|1
1420509|10-11-2022|mfn|1
1414671|10-11-2022|mjx|1
1202000|10-11-2022|mf|1
1414671|10-11-2022|mjvx|22
1414671|10-11-2022|mjvx|22
1414671|10-11-2022|mjnd|101
1414671|10-11-2022|mjzx|1
1414671|10-11-2022|mjf|1
1414671|10-11-2022|mjzf|1
1414671|10-11-2022|mjp|1
1414671|10-11-2022|mjzx|1
1414671|10-11-2022|mjzx|1
1096428|10-11-2022|m3|30
1259994|10-11-2022|hjpbb|1
1259994|10-11-2022|hjpbb|1
1166387|10-11-2022|cx|1
1166387|10-11-2022|c3|30
1166387|10-11-2022|cc|1
1350603|10-11-2022|hx|1
1421053|10-11-2022|cyaf|1
1421053|10-11-2022|cyaf|1
1126147|10-11-2022|hx|1
1126147|10-11-2022|cx|1
1126147|10-11-2022|hx|1
1126147|10-11-2022|hx|1
1426487|10-11-2022|mjp|23
1426487|10-11-2022|mjp|23
1426487|10-11-2022|hjp|23
1058758|10-11-2022|hf|1
1058758|10-11-2022|hmy|1
1058758|10-11-2022|hf|1
1058758|10-11-2022|hf|1
1058758|10-11-2022|hmy|1
1058758|10-11-2022|hf|1
1058758|10-11-2022|hpbr|1
1058758|10-11-2022|hpbf|1
1058758|10-11-2022|hf|1
1058758|10-11-2022|hf|1
1058758|10-11-2022|hmy|1
1058758|10-11-2022|hf|1
1058758|10-11-2022|hf|1
1058758|10-11-2022|hf|1
1058758|10-11-2022|hf|1
1337575|10-11-2022|cjp|1
1337575|10-11-2022|mfn|1
1337575|10-11-2022|cjp|1
1337575|10-11-2022|cjp|1
1337575|10-11-2022|cjp|1
1058758|10-11-2022|hsci|1
1058758|10-11-2022|hf|1
1337575|10-11-2022|cjp|1
1337575|10-11-2022|cjp|1
1337575|10-11-2022|cjp|1
1058758|10-11-2022|hf|1
1058758|10-11-2022|hf|1
1194454|10-11-2022|cjzxn|1
1194454|10-11-2022|cjp|1
1194454|10-11-2022|cjp|1
1194454|10-11-2022|cjp|1
1194454|10-11-2022|cjp|1
1194454|10-11-2022|cjp|1
1320903|10-11-2022|mve|22
1297007|10-11-2022|hfn|1
1323521|10-11-2022|hjg|1
1323521|10-11-2022|hjf|1
1423535|10-11-2022|cjp|23
1423535|10-11-2022|cjp|1
1423535|10-11-2022|cjzx|1
1423535|10-11-2022|cjzx|1
1423535|10-11-2022|cjzx|1
1423535|10-11-2022|cjzx|1
1423535|10-11-2022|cjpbb|23
1423535|10-11-2022|cjzf|1
1188582|10-11-2022|mwx|104
1408146|10-11-2022|hjg|1
1408146|10-11-2022|hjg|1
1408146|10-11-2022|hjg|1
1425429|10-11-2022|cjex|1
1408146|10-11-2022|mjg|1
1408146|10-11-2022|hjg|1
1408146|10-11-2022|hjf|1
1408146|10-11-2022|mjg|1
1408146|10-11-2022|hjg|1
1408146|10-11-2022|hjf|1
1408146|10-11-2022|hjzf|1
1067929|10-11-2022|msf|4
1408146|10-11-2022|hjp|1
1408146|10-11-2022|hjp|1
1182442|10-11-2022|hf|1
1182442|10-11-2022|hf|1
1393153|10-11-2022|mx|1
1393153|10-11-2022|mx|1
1415620|10-11-2022|cjp|1
1415620|10-11-2022|cjp|1
1415620|10-11-2022|cjp|1
1149987|10-11-2022|mf|1
1149987|10-11-2022|m3|30
1397695|10-11-2022|hf|1
1397695|10-11-2022|msci|1
1397695|10-11-2022|h3|30
1420219|10-11-2022|mf|1
1414112|10-11-2022|mjpn|1
1414112|10-11-2022|mjp|1
1414112|10-11-2022|mjzxn|1
1414112|10-11-2022|mjp|1
1414112|10-11-2022|mjpbb|1
1414112|10-11-2022|mjp|1
1351112|10-11-2022|hmy|1
1408146|10-11-2022|hltf|1
1387447|10-11-2022|cjp|1
1387447|10-11-2022|cjzf|1
1387447|10-11-2022|cjp|1
1387447|10-11-2022|cjp|1
1387447|10-11-2022|cjp|1
1387447|10-11-2022|cjp|1
1387447|10-11-2022|cjzf|1
1387447|10-11-2022|cjp|1
1387447|10-11-2022|cjp|1
1387447|10-11-2022|mjzf|1
1362538|10-11-2022|mx|1
1362538|10-11-2022|mx|1
1362538|10-11-2022|mx|1
1362538|10-11-2022|mx|1
1077129|10-11-2022|mfn|1
1008206|10-11-2022|cf|1
1423775|10-11-2022|hyaf|1
1402969|10-11-2022|cjp|1
1402969|10-11-2022|cjzf|1
1170381|10-11-2022|mxn|1
1402969|10-11-2022|mjzf|1
1402969|10-11-2022|cjzf|1
1402969|10-11-2022|cjzf|1
1402969|10-11-2022|cjp|1
1402969|10-11-2022|mjp|1
1402969|10-11-2022|cjp|101
1402969|10-11-2022|cjp|101
1403644|10-11-2022|cf|1
1402969|10-11-2022|cjp|1
1402969|10-11-2022|cjp|1
1402969|10-11-2022|cjp|1
1402969|10-11-2022|cjp|1
1402969|10-11-2022|mjp|1
1402969|10-11-2022|cjp|1
1050315|10-11-2022|mbn|1
1050315|10-11-2022|mbn|1
1050315|10-11-2022|mb|1
1414112|10-11-2022|mjp|1
1414112|10-11-2022|mjp|1
1402969|10-11-2022|cjp|1
1402969|10-11-2022|cjp|1
1402969|10-11-2022|cjp|1
1402969|10-11-2022|mjp|1
1402969|10-11-2022|mjp|1
1050315|10-11-2022|hxn|101
1050315|10-11-2022|hltf|1
1050315|10-11-2022|mfn|1
1050315|10-11-2022|mfn|1
1050315|10-11-2022|mmy|1
1316761|10-11-2022|mjp|1
1198971|10-11-2022|cjx|1
1051894|10-11-2022|mmyn|1
1037273|10-11-2022|cjp|1
1037273|10-11-2022|cjp|1
1037273|10-11-2022|cjp|1
1037273|10-11-2022|cjp|1
1037273|10-11-2022|cjx|1
1037273|10-11-2022|hjx|1
1037273|10-11-2022|hjx|1
1037273|10-11-2022|mjp|1
1051894|10-11-2022|mmyn|1
1037273|10-11-2022|cjp|1
1051894|10-11-2022|mmyn|1
1324032|10-11-2022|mx|1
1415201|10-11-2022|mf|1
1012806|10-11-2022|hxn|1
1050516|10-11-2022|hx|1
1232188|10-11-2022|hx|1
1012806|10-11-2022|hxn|1
1408254|10-11-2022|hjp|1
1408254|10-11-2022|cjp|1
1408254|10-11-2022|hjp|1
1232188|10-11-2022|hsx|4
1232188|10-11-2022|hsx|4
1232188|10-11-2022|hsx|4
1232188|10-11-2022|hsx|4
1112190|10-11-2022|hf|1
1135573|10-11-2022|cfn|1
1135573|10-11-2022|cmy|1
1135573|10-11-2022|cf|1
1135573|10-11-2022|mxn|1
1018710|10-11-2022|cxn|1
1018710|10-11-2022|mf|1
1335226|10-11-2022|cjpn|1
1335226|10-11-2022|cjpn|1
1335226|10-11-2022|cjp|1
1335226|10-11-2022|cjf|1
1335226|10-11-2022|cjpn|1
1335226|10-11-2022|cjp|1
1335226|10-11-2022|cjpn|1
1335226|10-11-2022|cjp|1
1294920|10-11-2022|mf|1
1056457|10-11-2022|cmyn|1
1343796|10-11-2022|mf|1
1343796|10-11-2022|mf|1
1384379|10-11-2022|cjpn|1
1384379|10-11-2022|cjpn|1
1384379|10-11-2022|cjp|1
1384379|10-11-2022|cjp|1
1357161|10-11-2022|cjx|1
1292172|10-11-2022|hjpbb|1
1357161|10-11-2022|cjx|1
1416475|10-11-2022|mpbmy|1
1416475|10-11-2022|mpbmy|1
1384379|10-11-2022|cjp|1
1384379|10-11-2022|cjp|1
1292172|10-11-2022|hjpbb|1
1357161|10-11-2022|cjf|1
1088971|10-11-2022|hx|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjfn|1
1292172|10-11-2022|hjpbb|1
1357161|10-11-2022|cjf|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjfn|1
1357161|10-11-2022|cjxn|1
1357161|10-11-2022|cx|1
1357161|10-11-2022|cx|1
1357161|10-11-2022|cjx|1
1357161|10-11-2022|cven|22
1407000|10-11-2022|cjp|1
1407000|10-11-2022|cjp|1
1421858|10-11-2022|mjk|7
1421858|10-11-2022|mjk|7
1421858|10-11-2022|hjnd|101
1421858|10-11-2022|mjk|7
1421858|10-11-2022|mjk|7
1407000|10-11-2022|cjp|1
1421858|10-11-2022|mjk|7
1421858|10-11-2022|mjk|7
1421858|10-11-2022|mjk|7
1421858|10-11-2022|cjk|7
1407000|10-11-2022|cjp|1
1421858|10-11-2022|mjk|7
1421858|10-11-2022|mjk|7
1407000|10-11-2022|cjp|1
1407000|10-11-2022|cjp|1
1407000|10-11-2022|cjp|1
1407000|10-11-2022|cjp|1
1407000|10-11-2022|cjp|1
1407000|10-11-2022|cjp|1
1059574|10-11-2022|hb|1
1183695|10-11-2022|cven|29
1407000|10-11-2022|cjp|1
1321177|10-11-2022|mjpx|1
1321177|10-11-2022|mjve|22
1321177|10-11-2022|mjve|22
1321177|10-11-2022|mjve|22
1407000|10-11-2022|cjp|1
1137026|10-11-2022|hven|22
1137026|10-11-2022|hfn|1
1137026|10-11-2022|mven|22
1321177|10-11-2022|mjve|22
1321177|10-11-2022|mjve|22
1321177|10-11-2022|mjve|22
1321177|10-11-2022|mjve|29
1027423|10-11-2022|mf|1
1407000|10-11-2022|cjp|1
1027423|10-11-2022|mf|1
1407000|10-11-2022|cjp|1
1027423|10-11-2022|mf|1
1054015|10-11-2022|mf|1
1054015|10-11-2022|mmyn|1
1054015|10-11-2022|mmy|1
1407000|10-11-2022|cjp|1
1032965|10-11-2022|cfn|1
1407000|10-11-2022|cjp|1
1407000|10-11-2022|cjp|1
1407000|10-11-2022|hjp|1
1407000|10-11-2022|cjp|1
1257990|10-11-2022|cx|1
1257990|10-11-2022|cx|1
1407000|10-11-2022|cjp|1
1257990|10-11-2022|cx|1
1083845|10-11-2022|cfn|1
1176871|10-11-2022|mjnd|101
1176871|10-11-2022|cjpbb|1
1176871|10-11-2022|cjp|1
1176871|10-11-2022|cjzf|1
1394802|10-11-2022|mjzf|1
1394802|10-11-2022|mjp|1
1394802|10-11-2022|mjzf|1
1176871|10-11-2022|cjp|1
1394802|10-11-2022|mjpbb|1
1394802|10-11-2022|mjpbb|1
1176871|10-11-2022|cjxf|1
1394802|10-11-2022|mjp|23
1176871|10-11-2022|cjzf|101
1394802|10-11-2022|mjpbb|23
1394802|10-11-2022|mjpbb|23
1394802|10-11-2022|mjpbb|23
1176871|10-11-2022|cjg|1
1064862|10-11-2022|hscin|1
1394802|10-11-2022|mjp|1
1394802|10-11-2022|mjpn|1
1176871|10-11-2022|cjzf|1
1176871|10-11-2022|cjg|1
1176871|10-11-2022|cjp|1
1176871|10-11-2022|cjg|1
1176871|10-11-2022|cjg|1
1176871|10-11-2022|cjp|23
1380712|10-11-2022|mf|1
1176871|10-11-2022|cjp|1
1350592|10-11-2022|cmy|1
1350592|10-11-2022|cmy|1
1350592|10-11-2022|cmy|1
1176871|10-11-2022|cjp|1
1176871|10-11-2022|cjzf|1
1235521|10-11-2022|cf|1
1059096|10-11-2022|mven|22
1059096|10-11-2022|mve|29
1059096|10-11-2022|hven|29
1059096|10-11-2022|mve|22
1059096|10-11-2022|mve|29
1059096|10-11-2022|mvxn|29
1059096|10-11-2022|hx|1
1059096|10-11-2022|hvxn|22
1397069|10-11-2022|cjx|1
1303600|10-11-2022|mx|101
1303600|10-11-2022|mx|1
1303600|10-11-2022|cx|1
1303600|10-11-2022|cjf|1
1303600|10-11-2022|cx|1
1303600|10-11-2022|mx|1
