PATRON#|Activity_Date|LOCATION|I_TYPE
1413242|10-06-2022|hjpx|1
1413242|10-06-2022|hjpx|1
1413242|10-06-2022|hjp|1
1413242|10-06-2022|hjp|1
1413242|10-06-2022|hjp|1
1413242|10-06-2022|hjp|1
1413242|10-06-2022|hjp|1
1413242|10-06-2022|hjp|1
1413242|10-06-2022|hjp|1
1413242|10-06-2022|hjx|1
1413242|10-06-2022|hjp|1
1413242|10-06-2022|hjxn|1
1413242|10-06-2022|hjp|1
1347474|10-06-2022|z3|30
1347474|10-06-2022|mve|22
1347474|10-06-2022|mjg|1
1383581|10-06-2022|mjzx|1
1383581|10-06-2022|mjzx|1
1383581|10-06-2022|mjzx|1
1383581|10-06-2022|mjzx|1
1383581|10-06-2022|mjzx|1
1383581|10-06-2022|cjzx|1
1383581|10-06-2022|mjzf|1
1383581|10-06-2022|mjzx|1
1383581|10-06-2022|mjzx|1
1383581|10-06-2022|mjzx|1
1383581|10-06-2022|mjzf|1
1383581|10-06-2022|mjzf|1
1312483|10-06-2022|mfn|1
1403131|10-06-2022|hmyn|1
1383624|10-06-2022|mven|29
1383624|10-06-2022|z3|30
1383624|10-06-2022|cven|29
1383624|10-06-2022|c3|30
1383624|10-06-2022|c3|30
1309201|10-06-2022|msci|1
1309201|10-06-2022|msci|1
1309201|10-06-2022|msci|1
1383624|10-06-2022|cve|29
1422020|10-06-2022|cjp|1
1422020|10-06-2022|cjk|7
1422020|10-06-2022|cjp|1
1422020|10-06-2022|cjp|23
1422020|10-06-2022|cjp|1
1422020|10-06-2022|cjp|1
1422020|10-06-2022|mjzxn|1
1422020|10-06-2022|cjpn|1
1422020|10-06-2022|cjpn|1
1422022|10-06-2022|mjmy|1
1422022|10-06-2022|cjg|1
1422022|10-06-2022|mjg|1
1422022|10-06-2022|cjg|1
1347474|10-06-2022|mjg|1
1422022|10-06-2022|mjg|1
1057755|10-06-2022|cve|22
1057755|10-06-2022|cven|29
1390286|10-06-2022|hmy|1
1390286|10-06-2022|hf|1
1053323|10-06-2022|mf|1
1146246|10-06-2022|cyaf|1
1401040|10-06-2022|cjp|1
1401040|10-06-2022|cjp|1
1401040|10-06-2022|cjp|1
1401040|10-06-2022|cjp|1
1401040|10-06-2022|cjp|1
1401040|10-06-2022|cjp|1
1043170|10-06-2022|c3|30
1043170|10-06-2022|hf|1
1422875|10-06-2022|mf|1
1422875|10-06-2022|mf|1
1422875|10-06-2022|mf|1
1422875|10-06-2022|mfn|1
1422875|10-06-2022|mf|1
1422875|10-06-2022|hfn|1
1092834|10-06-2022|cven|29
1092834|10-06-2022|mven|29
1092834|10-06-2022|hven|22
1365215|10-06-2022|mjzx|1
1365215|10-06-2022|mjzf|1
1365215|10-06-2022|hjnd|101
1365215|10-06-2022|mjnd|101
1365215|10-06-2022|mjnd|101
1365215|10-06-2022|mjnd|101
1365215|10-06-2022|mb|1
1365215|10-06-2022|mjp|23
1365215|10-06-2022|mjp|1
1365215|10-06-2022|mjp|1
1365215|10-06-2022|mjp|1
1365215|10-06-2022|mjp|1
1365215|10-06-2022|mjzf|1
1365215|10-06-2022|mjzf|1
1365215|10-06-2022|mjzf|1
1365215|10-06-2022|mjzf|1
1365215|10-06-2022|mjpbb|23
1365215|10-06-2022|mjpbb|23
1386667|10-06-2022|cjp|1
1056387|10-06-2022|hve|122
1056387|10-06-2022|mve|22
1384690|10-06-2022|cjxn|1
1384690|10-06-2022|cjx|1
1384690|10-06-2022|mjzf|1
1384690|10-06-2022|cjx|1
1384690|10-06-2022|cjzx|1
1384690|10-06-2022|cjx|1
1384690|10-06-2022|cjx|1
1384690|10-06-2022|cjx|1
1052454|10-06-2022|mve|22
1052454|10-06-2022|mve|22
1052454|10-06-2022|hve|22
1052454|10-06-2022|mven|22
1052454|10-06-2022|hvx|122
1052454|10-06-2022|hvx|122
1052454|10-06-2022|mven|22
1303412|10-06-2022|cjp|1
1303412|10-06-2022|cjp|1
1303412|10-06-2022|cjp|1
1303412|10-06-2022|cjp|1
1303412|10-06-2022|cjp|1
1303412|10-06-2022|cjp|1
1303412|10-06-2022|cjp|1
1303412|10-06-2022|cjpn|1
1303412|10-06-2022|cjpn|1
1303412|10-06-2022|cjp|23
1303412|10-06-2022|cjzf|23
1425616|10-06-2022|mx|1
1424559|10-06-2022|hjp|1
1424559|10-06-2022|hjzf|1
1424559|10-06-2022|mjpbb|23
1424559|10-06-2022|hjp|1
1424559|10-06-2022|hjp|1
1399172|10-06-2022|cven|29
1399172|10-06-2022|mven|29
1424559|10-06-2022|hjpbb|23
1130490|10-06-2022|cf|1
1400678|10-06-2022|cyag|1
1130490|10-06-2022|hyaf|1
1130490|10-06-2022|cf|1
1130490|10-06-2022|hyaf|1
1130490|10-06-2022|cyaf|1
1400678|10-06-2022|cyag|1
1400678|10-06-2022|cyag|1
1400678|10-06-2022|cyag|1
1400678|10-06-2022|cyag|1
1424559|10-06-2022|hjp|1
1235600|10-06-2022|msx|4
1235600|10-06-2022|msf|4
1351152|10-06-2022|cx|1
1351152|10-06-2022|hvx|29
1351152|10-06-2022|hvx|22
1313626|10-06-2022|mx|1
1313626|10-06-2022|mjf|1
1313626|10-06-2022|mjf|1
1313626|10-06-2022|mjf|1
1313626|10-06-2022|mjx|1
1313626|10-06-2022|mjf|1
1067765|10-06-2022|hx|1
1056726|10-06-2022|hx|1
1053701|10-07-2022|myafn|1
1053701|10-07-2022|cfn|1
1032898|10-07-2022|cfn|1
1202179|10-07-2022|cjp|1
1202179|10-07-2022|hven|22
1202179|10-07-2022|cyaf|1
1202179|10-07-2022|cve|22
1017941|10-07-2022|cmy|1
1017941|10-07-2022|hmy|1
1271396|10-07-2022|cjf|1
1271396|10-07-2022|cjf|1
1271396|10-07-2022|cjf|1
1234349|10-07-2022|mbn|1
1134534|10-07-2022|cve|22
1327667|10-07-2022|mjve|22
1327667|10-07-2022|mjpn|1
1327667|10-07-2022|hjp|23
1327667|10-07-2022|cjf|1
1327667|10-07-2022|cjf|1
1361192|10-07-2022|mjcx|1
1361192|10-07-2022|mjpn|1
1218589|10-07-2022|mjf|1
1218589|10-07-2022|mjf|1
1234349|10-07-2022|cmy|1
1260840|10-07-2022|hmy|1
1049332|10-07-2022|cfn|1
1315267|10-07-2022|hyaf|1
1315267|10-07-2022|hjf|1
1315267|10-07-2022|hjf|1
1295666|10-07-2022|hsci|1
1367145|10-07-2022|hx|101
1182442|10-07-2022|hf|1
1182442|10-07-2022|hf|1
1053868|10-07-2022|hf|1
1298096|10-07-2022|mpbmy|1
1426301|10-07-2022|mex|1
1426301|10-07-2022|mjef|1
1426301|10-07-2022|mef|1
1056895|10-07-2022|mven|29
1421801|10-07-2022|cfn|1
1155308|10-07-2022|cmyn|1
1155308|10-07-2022|cmyn|1
1155308|10-07-2022|cmyn|1
1155308|10-07-2022|cmyn|1
1151657|10-07-2022|mbn|1
1191740|10-07-2022|mjx|1
1191740|10-07-2022|mjx|1
1191740|10-07-2022|mjf|1
1151657|10-07-2022|mmy|1
1390976|10-07-2022|mfn|1
1390976|10-07-2022|mbn|1
1058884|10-07-2022|mf|1
1058884|10-07-2022|mf|1
1058884|10-07-2022|mfn|1
1254059|10-07-2022|hx|101
1254059|10-07-2022|hx|1
1230232|10-07-2022|hf|1
1230232|10-07-2022|hf|1
1058379|10-07-2022|mx|1
1058379|10-07-2022|mven|22
1058379|10-07-2022|ccx|101
1058379|10-07-2022|mmyn|1
1058379|10-07-2022|mpbmy|1
1236955|10-07-2022|mve|22
1005397|10-07-2022|hven|22
1236955|10-07-2022|mve|22
1403890|10-07-2022|mxn|1
1321694|10-07-2022|hmyn|1
1321694|10-07-2022|hfn|1
1321694|10-07-2022|hfn|1
1321694|10-07-2022|hf|1
1270573|10-07-2022|mjx|1
1270573|10-07-2022|mjzf|1
1270573|10-07-2022|mjzf|1
1270573|10-07-2022|mjmy|1
1270573|10-07-2022|mjzf|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1044202|10-07-2022|cfn|1
1270573|10-07-2022|mjzf|1
1270573|10-07-2022|mjzf|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1270573|10-07-2022|mjp|1
1071413|10-07-2022|cfn|1
1404640|10-07-2022|hjpn|1
1404640|10-07-2022|hjpbb|1
1416105|10-07-2022|mrr|17
1404640|10-07-2022|mjp|23
1404640|10-07-2022|hjzf|1
1404640|10-07-2022|hjp|1
1404640|10-07-2022|mjef|1
1404640|10-07-2022|hjp|23
1404640|10-07-2022|hjpbb|23
1404640|10-07-2022|hjp|1
1404640|10-07-2022|hjzx|1
1404640|10-07-2022|hjpbb|1
1404640|10-07-2022|hjp|1
1404640|10-07-2022|cjzf|1
1364391|10-07-2022|cjpn|1
1364391|10-07-2022|cjpn|1
1364391|10-07-2022|cjpbb|1
1364391|10-07-2022|cjve|22
1364391|10-07-2022|cjpbb|1
1364391|10-07-2022|cjpn|1
1364391|10-07-2022|cjpn|1
1364391|10-07-2022|cjpbb|1
1364391|10-07-2022|cjx|1
1364391|10-07-2022|cjx|1
1364391|10-07-2022|cjpn|1
1364391|10-07-2022|cjpn|1
1364391|10-07-2022|cjp|1
1364391|10-07-2022|cjpn|1
1240319|10-07-2022|mjmy|1
1240319|10-07-2022|mjx|1
1240319|10-07-2022|cjp|1
1240319|10-07-2022|mjzf|1
1240319|10-07-2022|mjmy|1
1240319|10-07-2022|mjp|1
1240319|10-07-2022|mjp|1
1240319|10-07-2022|mjp|1
1240319|10-07-2022|mjp|1
1240319|10-07-2022|cjp|1
1240319|10-07-2022|mjp|1
1240319|10-07-2022|cjp|1
1240319|10-07-2022|mjp|1
1240319|10-07-2022|mjzf|1
1240319|10-07-2022|mjp|1
1240319|10-07-2022|mjx|1
1240319|10-07-2022|hjp|1
1240319|10-07-2022|mjzf|1
1240319|10-07-2022|mjzf|1
1240319|10-07-2022|mjzf|1
1394072|10-07-2022|msci|1
1293738|10-07-2022|mve|29
1293738|10-07-2022|hve|29
1293738|10-07-2022|mve|29
1328683|10-07-2022|hjp|1
1328683|10-07-2022|hmy|1
1104015|10-07-2022|cf|1
1005441|10-07-2022|hres|17
1397622|10-07-2022|hx|1
1397622|10-07-2022|mx|1
1397622|10-07-2022|hx|1
1397622|10-07-2022|hx|1
1005441|10-07-2022|hres|17
1344841|10-07-2022|mfn|1
1344841|10-07-2022|hjf|1
1398265|10-07-2022|mmy|1
1398265|10-07-2022|mf|1
1053626|10-07-2022|hfn|1
1398265|10-07-2022|mmy|1
1040428|10-07-2022|hsf|4
1040428|10-07-2022|csf|4
1040428|10-07-2022|csf|4
1052135|10-07-2022|hltf|1
1059211|10-07-2022|hmyn|1
1059211|10-07-2022|cmy|1
1059211|10-07-2022|hfn|1
1059211|10-07-2022|cmyn|1
1059211|10-07-2022|cfn|1
1289567|10-07-2022|mmy|1
1398265|10-07-2022|mf|1
1398265|10-07-2022|cf|1
1412716|10-07-2022|cvxn|29
1412716|10-07-2022|hve|29
1412716|10-07-2022|hven|29
1412716|10-07-2022|hven|29
1412716|10-07-2022|hve|29
1412716|10-07-2022|hven|22
1412716|10-07-2022|hven|22
1412716|10-07-2022|hve|22
1412716|10-07-2022|hvx|122
1229995|10-07-2022|hsf|4
1314887|10-07-2022|cjp|1
1314887|10-07-2022|hjp|1
1314887|10-07-2022|hjp|1
1314887|10-07-2022|hjp|1
1314887|10-07-2022|hjp|1
1314887|10-07-2022|hjp|1
1314887|10-07-2022|hjp|1
1314887|10-07-2022|hjp|1
1314887|10-07-2022|hjp|1
1314887|10-07-2022|hjf|1
1156223|10-07-2022|hltf|1
1156223|10-07-2022|h3|30
1052641|10-07-2022|mf|1
1229025|10-07-2022|cjzf|1
1229025|10-07-2022|cjzx|1
1229025|10-07-2022|cjpbb|1
1229025|10-07-2022|cjpbb|1
1229025|10-07-2022|cjpbb|1
1054549|10-07-2022|mx|1
1229025|10-07-2022|cjpbb|1
1325044|10-07-2022|mx|1
1048482|10-07-2022|hfn|1
1048482|10-07-2022|hfn|1
1048482|10-07-2022|hfn|1
1221121|10-07-2022|msfn|4
1400790|10-07-2022|myaf|1
1051909|10-07-2022|hf|1
1051909|10-07-2022|hf|1
1051909|10-07-2022|hf|1
1048482|10-07-2022|cfn|1
1347886|10-07-2022|cjp|1
1347886|10-07-2022|cjp|1
1347886|10-07-2022|cjp|1
1347886|10-07-2022|cjp|1
1406814|10-07-2022|hos|1
1406814|10-07-2022|hos|1
1406814|10-07-2022|hos|1
1406814|10-07-2022|hos|1
1406814|10-07-2022|hos|1
1406814|10-07-2022|hos|101
1193234|10-07-2022|cjf|1
1193234|10-07-2022|cjmy|1
1295575|10-07-2022|cf|1
1295575|10-07-2022|cf|1
1399378|10-07-2022|hf|1
1399378|10-07-2022|hf|1
1399378|10-07-2022|hyaf|1
1399378|10-07-2022|hyaf|1
1010060|10-07-2022|mve|29
1010060|10-07-2022|hmag|9
1010060|10-07-2022|mve|29
1420400|10-07-2022|mf|1
1420400|10-07-2022|mf|1
1127066|10-07-2022|hf|1
1127066|10-07-2022|hf|1
1127007|10-07-2022|h3|30
1127007|10-07-2022|z3|30
1127007|10-07-2022|hmag|9
1364430|10-07-2022|hmy|1
1127007|10-07-2022|hve|29
1127007|10-07-2022|mve|29
1386592|10-07-2022|hf|1
1387121|10-07-2022|mve|29
1032318|10-07-2022|cmyn|1
1127361|10-07-2022|hf|1
1261215|10-07-2022|hfn|1
1337659|10-07-2022|mfn|1
1337659|10-07-2022|mfn|1
1355873|10-07-2022|hvx|122
1355873|10-07-2022|cbn|1
1355873|10-07-2022|cve|29
1410707|10-07-2022|cjzf|1
1410707|10-07-2022|cjp|1
1327190|10-07-2022|hjpbb|23
1410707|10-07-2022|cjp|1
1410707|10-07-2022|cjp|1
1206716|10-07-2022|cfn|1
1410707|10-07-2022|cjp|1
1410707|10-07-2022|mjp|1
1410707|10-07-2022|cjp|1
1410707|10-07-2022|cjp|1
1023481|10-07-2022|cve|29
1023481|10-07-2022|cfn|1
1023481|10-07-2022|cfn|1
1023481|10-07-2022|hven|22
1023481|10-07-2022|cve|29
1327190|10-07-2022|hjpbb|23
1410707|10-07-2022|cjwf|1
1410707|10-07-2022|cjp|1
1327190|10-07-2022|hjpn|1
1410707|10-07-2022|mjp|1
1410707|10-07-2022|cjp|1
1327190|10-07-2022|hjp|1
1410707|10-07-2022|hjzf|1
1410707|10-07-2022|cjzf|1
1410707|10-07-2022|cjzf|1
1410707|10-07-2022|cjzf|1
1327190|10-07-2022|hjp|1
1327190|10-07-2022|cjp|1
1410707|10-07-2022|mjp|1
1410707|10-07-2022|cjp|1
1327190|10-07-2022|hjp|1
1327190|10-07-2022|cjzf|1
1327190|10-07-2022|hjzf|1
1327190|10-07-2022|hjzf|1
1327190|10-07-2022|hjzf|1
1327190|10-07-2022|mjp|1
1327190|10-07-2022|hjzf|1
1399782|10-07-2022|mmy|1
1399782|10-07-2022|mmy|1
1327190|10-07-2022|mjpn|1
1327190|10-07-2022|hjven|22
1327190|10-07-2022|hjp|1
1327190|10-07-2022|hjp|1
1327190|10-07-2022|hjp|1
1422212|10-07-2022|cjp|1
1422212|10-07-2022|cjpn|1
1422212|10-07-2022|cjp|1
1422212|10-07-2022|cjpn|1
1422212|10-07-2022|cjp|1
1327190|10-07-2022|hjp|1
1327190|10-07-2022|hjp|1
1327190|10-07-2022|hjzf|1
1327190|10-07-2022|hjzf|1
1327190|10-07-2022|hjf|1
1327190|10-07-2022|hjzf|1
1219304|10-07-2022|hf|1
1219304|10-07-2022|cfn|1
1219304|10-07-2022|cfn|1
1327190|10-07-2022|mjpbb|23
1327190|10-07-2022|hjpbb|1
1327190|10-07-2022|hjpbb|1
1327190|10-07-2022|hjx|23
1327190|10-07-2022|mjp|23
1327190|10-07-2022|hjp|23
1327190|10-07-2022|hjp|1
1327190|10-07-2022|mjp|1
1327190|10-07-2022|mjpbb|1
1355705|10-07-2022|cjp|1
1355705|10-07-2022|hf|1
1355705|10-07-2022|cf|1
1327190|10-07-2022|hjnd|101
1327190|10-07-2022|hjnd|101
1327190|10-07-2022|hjnd|101
1327190|10-07-2022|hjnd|101
1398568|10-07-2022|cjpbb|1
1398568|10-07-2022|cjpbb|1
1398568|10-07-2022|cjpbb|1
1398568|10-07-2022|cjpbb|1
1398568|10-07-2022|cjp|1
1398568|10-07-2022|cjpbb|1
1398568|10-07-2022|cjp|1
1327190|10-07-2022|hjzf|1
1327190|10-07-2022|hjp|1
1398568|10-07-2022|cjpbb|1
1339180|10-07-2022|msci|1
1338066|10-07-2022|cfn|1
1339180|10-07-2022|mjf|1
1227047|10-07-2022|mjx|1
1227047|10-07-2022|mjf|1
1227047|10-07-2022|mjxn|1
1227047|10-07-2022|mjx|1
1227047|10-07-2022|mjf|1
1227047|10-07-2022|mjf|1
1227047|10-07-2022|mjf|1
1227047|10-07-2022|mjf|1
1304260|10-07-2022|mjf|1
1304260|10-07-2022|mjf|1
1304260|10-07-2022|mejp|1
1304260|10-07-2022|mjp|1
1400539|10-07-2022|myag|1
1304260|10-07-2022|mjzf|1
1400539|10-07-2022|myaf|1
1227047|10-07-2022|mjf|1
1378949|10-07-2022|cf|1
1378949|10-07-2022|hf|1
1378949|10-07-2022|cx|1
1408244|10-07-2022|hjve|22
1179087|10-07-2022|h3|30
1179087|10-07-2022|hc|1
1179087|10-07-2022|hb|1
1334708|10-07-2022|mf|1
1021528|10-07-2022|hyag|1
1021528|10-07-2022|hxn|1
1300307|10-07-2022|c3|30
1300307|10-07-2022|mmyn|1
1300307|10-07-2022|cmyn|1
1397502|10-07-2022|cjp|23
1397502|10-07-2022|cjp|1
1397502|10-07-2022|cjzx|1
1397502|10-07-2022|cjp|23
1397502|10-07-2022|cjzxn|1
1397502|10-07-2022|hjp|23
1397502|10-07-2022|cjp|23
1397502|10-07-2022|cjzfn|1
1397502|10-07-2022|cjzf|1
1167088|10-07-2022|hpbf|1
1203891|10-07-2022|hfn|1
1060105|10-07-2022|cf|1
1286662|10-07-2022|mf|1
1286662|10-07-2022|mfn|1
1286662|10-07-2022|hjmy|1
1286662|10-07-2022|hjmy|1
1286662|10-07-2022|hjmy|1
1021416|10-07-2022|hven|22
1286662|10-07-2022|hjmy|1
1286662|10-07-2022|hjmy|1
1286662|10-07-2022|hjmy|1
1286662|10-07-2022|hjf|1
1286662|10-07-2022|hjmy|1
1286662|10-07-2022|cjzf|1
1286662|10-07-2022|cjzf|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|hjzf|1
1126261|10-07-2022|mfn|1
1126261|10-07-2022|mfn|1
1126261|10-07-2022|mfn|1
1049402|10-07-2022|mx|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|mjzf|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|hjzf|1
1286662|10-07-2022|hjzf|1
1399835|10-07-2022|mjpbb|1
1399835|10-07-2022|mjpbb|1
1399835|10-07-2022|mjpbb|1
1399835|10-07-2022|mjpbb|1
1399835|10-07-2022|mjpbb|1
1399835|10-07-2022|mjpbb|1
1399835|10-07-2022|mjpbb|1
1399835|10-07-2022|mjpbb|1
1410707|10-07-2022|cmagj|9
1410707|10-07-2022|cmagj|9
1410707|10-07-2022|cmagj|9
1050994|10-07-2022|mf|1
1005097|10-07-2022|mmy|1
1005097|10-07-2022|msf|4
1005097|10-07-2022|mf|1
1005097|10-07-2022|hmyn|1
1005097|10-07-2022|mfn|1
1064903|10-07-2022|mjp|23
1064903|10-07-2022|hjp|23
1064903|10-07-2022|mjnd|101
1064903|10-07-2022|mjpn|1
1064903|10-07-2022|mjnd|101
1064903|10-07-2022|mjp|1
1064903|10-07-2022|mjpn|1
1064903|10-07-2022|mjnd|101
1064903|10-07-2022|mjp|23
1064903|10-07-2022|mjx|23
1064903|10-07-2022|mjx|23
1064903|10-07-2022|mjp|23
1064903|10-07-2022|cjp|23
1064903|10-07-2022|mjg|1
1064903|10-07-2022|mjnd|101
1064903|10-07-2022|mjg|1
1064903|10-07-2022|mjg|1
1064903|10-07-2022|mjnd|101
1064903|10-07-2022|mjnd|101
1064903|10-07-2022|mjg|1
1064903|10-07-2022|mjg|1
1064903|10-07-2022|mjg|1
1064903|10-07-2022|mjg|1
1064903|10-07-2022|mjg|1
1064903|10-07-2022|mjnd|101
1344765|10-07-2022|mve|22
1344765|10-07-2022|hven|22
1260741|10-07-2022|mscin|1
1351149|10-07-2022|mwx|101
1376915|10-07-2022|hyaf|1
1376915|10-07-2022|hjpbb|1
1376915|10-07-2022|mjpbb|1
1376915|10-07-2022|hx|101
1376915|10-07-2022|hjp|1
1376915|10-07-2022|hx|101
1153843|10-07-2022|cf|1
1153843|10-07-2022|cf|1
1376915|10-07-2022|mf|1
1129003|10-07-2022|cjpbb|1
1129003|10-07-2022|cjpbb|1
1129003|10-07-2022|cjpbb|1
1129003|10-07-2022|cjpbb|1
1129003|10-07-2022|cmy|1
1001423|10-07-2022|mxn|1
1001423|10-07-2022|cmy|1
1144574|10-07-2022|mx|1
1144574|10-07-2022|mve|22
1144574|10-07-2022|mve|22
1144574|10-07-2022|mx|1
1324722|10-07-2022|mjpn|1
1324722|10-07-2022|mjnd|101
1324722|10-07-2022|mjp|1
1324722|10-07-2022|mjp|1
1324722|10-07-2022|mjp|1
1324722|10-07-2022|mjnd|101
1202179|10-07-2022|mx|1
1327437|10-07-2022|mjp|1
1327437|10-07-2022|mjp|1
1327437|10-07-2022|mjp|1
1327437|10-07-2022|mjzf|1
1327437|10-07-2022|mjzf|1
1327437|10-07-2022|mjzf|1
1327437|10-07-2022|mjp|1
1327437|10-07-2022|mjpbb|1
1327437|10-07-2022|mjp|1
1256610|10-07-2022|cjpbb|23
1256610|10-07-2022|cjpbb|23
1256610|10-07-2022|cjpbb|23
1327437|10-07-2022|mjzf|1
1327437|10-07-2022|mjzf|1
1327437|10-07-2022|mjp|1
1256610|10-07-2022|cjp|23
1256610|10-07-2022|cjp|23
1256610|10-07-2022|cjg|1
1256610|10-07-2022|cjp|23
1327437|10-07-2022|mjzf|1
1327437|10-07-2022|mjp|1
1327437|10-07-2022|mjp|1
1256610|10-07-2022|cjpbb|23
1205509|10-07-2022|cjp|23
1327437|10-07-2022|mjzf|1
1327437|10-07-2022|mjp|1
1205509|10-07-2022|cjp|23
1327437|10-07-2022|mjp|1
1327437|10-07-2022|mjp|1
1205509|10-07-2022|cjmy|1
1256610|10-07-2022|cjpbb|23
1256610|10-07-2022|cjpbb|23
1256610|10-07-2022|cjzf|23
1256610|10-07-2022|cjve|22
1411149|10-07-2022|mxn|1
1256610|10-07-2022|mjp|23
1256610|10-07-2022|cjp|23
1205509|10-07-2022|cjp|23
1205509|10-07-2022|cjp|23
1205509|10-07-2022|cjpbb|23
1205509|10-07-2022|cjp|23
1205509|10-07-2022|cjp|23
1205509|10-07-2022|cjpbb|23
1205509|10-07-2022|cjp|23
1205509|10-07-2022|cjp|23
1205509|10-07-2022|cjpbb|23
1205509|10-07-2022|cjzf|23
1254340|10-07-2022|hx|101
1205509|10-07-2022|cjx|23
1205509|10-07-2022|cjp|23
1205509|10-07-2022|zjp|23
1205509|10-07-2022|cjg|1
1205509|10-07-2022|cjp|23
1186527|10-07-2022|cf|1
1186527|10-07-2022|cf|1
1267232|10-07-2022|mjx|1
1267232|10-07-2022|mfn|1
1267232|10-07-2022|mfn|1
1267232|10-07-2022|mjx|1
1267232|10-07-2022|mjx|1
1267232|10-07-2022|mjld|31
1032236|10-07-2022|hx|1
1248734|10-07-2022|cx|1
1256610|10-07-2022|hjve|22
1256610|10-07-2022|cjve|22
1306676|10-07-2022|hjpbb|23
1306676|10-07-2022|hjpbb|23
1306676|10-07-2022|hb|1
1306676|10-07-2022|hjnd|101
1306676|10-07-2022|hjp|23
1306676|10-07-2022|hjpbb|1
1306676|10-07-2022|hjpbb|1
1354112|10-07-2022|cf|1
1354112|10-07-2022|cf|1
1354112|10-07-2022|cf|1
1354112|10-07-2022|cf|1
1405359|10-07-2022|cjsf|4
1405359|10-07-2022|cjsf|4
1405359|10-07-2022|csf|4
1405359|10-07-2022|cjzx|1
1405359|10-07-2022|csx|4
1354112|10-07-2022|cf|1
1348883|10-07-2022|cf|1
1348883|10-07-2022|cfn|1
1348883|10-07-2022|cf|1
1403649|10-07-2022|cjp|23
1403649|10-07-2022|cf|1
1403649|10-07-2022|cjp|23
1403649|10-07-2022|cjp|23
1344687|10-07-2022|hf|1
1425070|10-07-2022|mve|29
1425070|10-07-2022|mve|29
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjef|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1388048|10-07-2022|hjp|1
1388048|10-07-2022|hjp|1
1163684|10-07-2022|mf|1
1388048|10-07-2022|mjk|7
1163684|10-07-2022|mx|1
1388048|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1388048|10-07-2022|mjg|1
1388048|10-07-2022|cjg|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1392040|10-07-2022|cjp|1
1392040|10-07-2022|hjp|1
1388048|10-07-2022|hjp|1
1392040|10-07-2022|hjp|1
1422701|10-07-2022|hjp|1
1422701|10-07-2022|hjp|1
1422701|10-07-2022|hjp|1
1058798|10-07-2022|cxn|1
1058798|10-07-2022|cmy|1
1422701|10-07-2022|hjp|1
1422701|10-07-2022|hjp|1
1422701|10-07-2022|hjzf|1
1422701|10-07-2022|cjp|1
1336110|10-07-2022|cjg|1
1422701|10-07-2022|hjp|1
1336110|10-07-2022|cjg|1
1336110|10-07-2022|cjg|1
1221983|10-07-2022|mjve|22
1221983|10-07-2022|mjve|22
1221983|10-07-2022|mjve|22
1221983|10-07-2022|cjve|22
1221983|10-07-2022|mjven|22
1221983|10-07-2022|mjnd|101
1221983|10-07-2022|mjnd|101
1221983|10-07-2022|mjnd|101
1221983|10-07-2022|mjnd|101
1221983|10-07-2022|mjnd|101
1424882|10-07-2022|msfn|4
1052469|10-07-2022|mx|1
1052469|10-07-2022|mx|1
1424882|10-07-2022|msfn|4
1314611|10-07-2022|cltxn|1
1125451|10-07-2022|mxn|1
1426308|10-07-2022|hjg|1
1426308|10-07-2022|hejp|1
1426308|10-07-2022|hjg|1
1426308|10-07-2022|hjpbb|1
1241823|10-07-2022|mjp|1
1426308|10-07-2022|hjp|1
1426308|10-07-2022|hjp|1
1426308|10-07-2022|hjp|1
1426308|10-07-2022|hjk|7
1426308|10-07-2022|hjp|1
1426308|10-07-2022|hjwx|1
1426308|10-07-2022|hjp|1
1426308|10-07-2022|hjp|1
1241823|10-07-2022|cjp|1
1241823|10-07-2022|mjp|1
1241823|10-07-2022|mjp|1
1426308|10-07-2022|hjp|1
1241823|10-07-2022|mjp|1
1426308|10-07-2022|hjp|1
1426308|10-07-2022|hjp|1
1241823|10-07-2022|mjp|1
1296474|10-07-2022|mjnd|101
1241823|10-07-2022|mjx|1
1051319|10-07-2022|hf|1
